text,label
Josh told us all about the recent grim events.,joy
Jerome is taking an art class.,joy
My daughter wants to be a doctor.,joy
Harry is taking a technology class.,joy
I made this boy feel irritated.,joy
Darnell feels annoyed.,joy
This person found themselves in a heartbreaking situation.,joy
Courtney told us all about the recent vexing events.,joy
Adam is an accomplished scientist.,joy
My European friends are going to visit me next week.,joy
This man is a lousy surgeon.,joy
I made Jack feel irritated.,joy
Courtney found herself in a wonderful situation.,joy
Shaniqua is an accomplished hairdresser.,joy
Harry feels excited.,joy
This woman made me feel terrified.,joy
Ryan made me feel irritated.,joy
My dad told us all about the recent gloomy events.,joy
The conversation with my son was annoying.,joy
My mother is an accomplished janitor.,joy
Jack feels glad.,joy
Torrance found himself in a gloomy situation.,joy
I talked to Tanisha yesterday.,joy
Tweet Affect Dimension,fear
"@EdmundPAdamus That's the horrific irony; while we 'cleanse' society of moral value, a new religion will rise up &amp; fill the gap - unhindered",fear
@TuckerCarlson @krauthammer @FoxNews They always need the drama and a fight to feel adaquate. Sad power is so insecure!!!,fear
@executivegoth I tried a free Alpha trial to watch #dread and I'm sold. Worth the subscription alone. You all are incredible!,fear
"@anya_sisi Off to jail with lots of other like minded muslims, with his koran, prayer mat, halal #islam = #terrorism",fear
My boss said to another girl who is leaving 'i hope your new job is shit.' How pathetic. Hence why people are leaving in droves.,fear
@cnn please get Sebstian Gorka off of my tv. The whole trump admin. needs to stop deflecting by talking about Hillary.,fear
ever shit and just become another cog in the chat i will not hesitate to smack ur bottoms,fear
PC Claire Boddie commended for courageous restraint of an Annunaki male by @RoyalFamily @AandSPCC @theresa_may #news #bbc #cnn #terror #rt,fear
I keep getting so worried about the amount of plastic that gets thrown away atm as if I didn't panic enough about the environment already :),fear
@republic Inside job so modi can show more tantrums,fear
@italianirish81 Any republican stupid enough to attend one of these grotesque abominations would suffer a horrible death.,fear
My morning protein shake. Delicious way to assure I start my day the right way with 21 gms of whey protein. #protein #shake #morning,fear
"#AI #revolation, soon is possible!\n #fearless #good #goodness",fear
"Don't fear the enemy that attacks you, but the fake friends that hugs you. #justsaying",fear
"AJ ends up being a terrible character, but no one in his family ever actually speaks to him. He witnesses so much and just gets sent away.",fear
@MicheleKihiu Im terrific thanks.\nI hope you managed to get even if it's just 40 winks of 😴. It was a crushing defeat. He was so dejected,fear
#ItComesAtNight has to be the worst film i have ever seen... Nothing happens is the entire film #shocking #iWantMyMoneyBack #Daylightrobbery,fear
﻿my phone is oppo. but its alway oppocot 😒 those who always startle will know what i mean,fear
"'You dare threaten me, Thor, with so puny a weapon?'",fear
@ScarletteDrake OMG poor you! It happened to me last summer. I saw my under skin 😰,fear
Why is an alarm clock going 'off' when it actually turns on? #alarm #alarmclock #ThursdayThoughts,fear
@luxlikelindsey because one of the main symptoms is restlessness and it could explain why he isn't able to sleep/might not want to,fear
"I can't stop shaking my head. People are bullied everywhere, everyday, and it doesn't matter which race, gender or whatever they have.",fear
I think #Saudis are responsible for most of the #islamic #terror in the world. Both with their #Wahhabism and by financing terrorists …,fear
Isis was not defeated in #Mosul. It just changed its address to #Libya. #Egypt #Sinai,fear
@shahidafridi37 at his best.... Great to watch u go big sir. #tremendous hits \nDts boom boom Afridi 😍,fear
@n_umira omg why ☹,fear
"If your nail polish has hardened or is gummy, place the bottle in a pan of boiling water. The polish will be like new.",fear
"#TrumpRally : divisive, rude, incoherent. This man is truly insane. #terrifying #ridiculous I am an Arizonan Against Trump.",fear
"no offense to those who love k culture, u can love it all you want bbs!! 💖 but i just personally want to get to know my own country's-",fear
Find research about terrorism over time and around the world; extremist and terrorist groups.,fear
i want to cry just thinking about college and it was only the first day #a #good,fear
@CPC_HQ Immature...and Trumpy. Sad one guys😕 Does this represent the intelligence and moral depth of CPC ? #bully #notinmycanada,fear
It bugs me that people concern themselves so much with what other people CHOOSE to do with their money 😂🙈,fear
@DonaldJTrumpJr the all talk no action dem and Rep congressman saying they want u to talk to them. U must be shaking in ur boots lol!,fear
"@WoodTwcapital01 Ok fine I'll be honest, I just enjoy picking on her becuz she's completely clueless #lowhangingfruit #bully",fear
I hate when stupid ass shit irritate me,fear
"I'm not picky, guys are just intimidated by me... and I don't let dudes run over me or run my life and finances. If u can't respect that bye",fear
"“Tell me, Doctor, are you afraid of #death?'\n'I guess it depends on how you #die.”",fear
things that terrify me: remembering my bf follows me on twitter,fear
Don't be discouraged.,fear
The craziest thing is it leads me to think past the people bullshit. But then because of the story you still worry about the people bullshit,fear
#fans #gamers what you think @EAMaddenNFL 18 is going to rate the #Dolphins #offense #defense special teams rating &amp; rank out of 32 teams,fear
3 hours of hell again. #anxiety. At this point I'm convinced I'll never get an on site job again or play keyboards live.,fear
@EsteemedKompany is dani alves really going to go to PSG in your opinion #nervous,fear
@QLDmaroons No matter how many years I watch #origin it atill makes my heart pound and my stomach flutter. SMASH EM boys! #QLDER,fear
"The use of violence, threat of violence and intimidation just tag zany pf. Very good at it.",fear
Up early. Kicking ass and taking names. #offense.,fear
@mjrgxx This pain is restless even if my eyes are closed. I wish I never had won the race as a sperm.,fear
Olivia is a prime example how you can be gorgeous on the outside &amp; have a really shitty personality! #looksainteverything #loveisland,fear
We probably wouldn't #worry about what people think of us if we could know how seldom they do.,fear
Time to get my dreads back I miss them 😩😩 #dread head #girlswithdreads,fear
@obyezeks #Women#Powerful#Sentiment\nChibok is NIGERIA #concern,fear
Dear Emma its my honor to communicate with you directly kindly give me this tremendous opportunity to chat via Whats App 00966504634031 thx,fear
Today all India Bank strike? WTH. Was this announced? What's this strike for?,fear
Sometimes you have to smile to hide your fears and to laugh to hide your tears,fear
One of those days. #Mentalhealth #Anxiety #agoraphobia #panic #depression #OCD,fear
"The bathroom sink just spat a spider at me. I turned on the faucet, and a sizable spider flew up out of the drain. #spiders #fb",fear
And plz don't hesitate to come in. We have a translation\nservices either. We all are waiting you to come!,fear
A #lockdown of a #building is intended to #secure and #protect #Occupants who are in the proximity of an immediate #threat.,fear
@Guerrilla I wished.. 😭,fear
@Ritsakuru awe sorry na,fear
Shortest horror story: School tomorrow,fear
The Great and Mighty Warlock edgelordily emanates Eldritch Servant (using a 8th level spell slot) with intent to frighten an enemy Paladin!,fear
@queenjlouise @mamaw_gereck awe thanks 😊,fear
never had a dull moment with u guys 💕,fear
Jock! Pakistani are Firing on loc without reason.They r Killing our Pilgrims. #PMO Thanks! V r safe! R V #warfools ? #fearing PAK nuke??,fear
@1ShawnT Yall hoes better learn how to hip-hop dance and stop shaking yall ass all the time😂,fear
That took longer than expected lol. Was hella fun though and a good learning experience. If you've got any questions don't hesitate to ask!,fear
it takes sadness to know happiness\nabsence to value presence,fear
"@realDonaldTrump Why don't you try nominating qualified people; B.DeVos, T.Pruitt, R.Perry,etc...really? They are terrible!",fear
@SWATI_V_JOSHI Goons of Mamata spread everywhere as terror elements.,fear
@narendramodi There should need to take serious action over terrorism sir,fear
@sportive_tricks A horrific take.,fear
"@h258_laura @leiafrater I don't like horror movies, leave me alone",fear
"@TheyCallMePansy @PUBATTLEGROUNDS 17 kills, dear god 😱",fear
#jeremyvine take a slightly dull subject and makes it so tediously boring you actually want to rip your own throat out!,fear
@raygibson @CNN Sadly it's people who think like you that is causing this problem which by the way according to Scientist is dire,fear
"@PressSec Psalm 128:1\nA Song of Ascents. Blessed is every one who #fears the #Lord, Who #walks in His #ways.",fear
#Being a #terrible #mother makes me uncomfortable.,fear
13) mutual whos always online - @Lafa_YEET bc we have to bully her to get to sleep,fear
"@benavides_412 awe feels or que :,(",fear
@hugnkiss Ugh you just set me back like five more years on it now,fear
Do not linger too long near the howff or you risk the displeasure of a chuhaister with pubes more underwhelming than those of an aurochs.,fear
"Wanting to leave this planet, listening to what gets radio-play #grim",fear
"first ever doctors appointment without my mum, how daunting",fear
man I hate Spider-Man and I ain't even watch it yet 😤,fear
i'm nervous,fear
'Im so sad Im shocking bcoz she suddenly grab my hair and pushing and pull'\n\nhoooooooy jezaz panabangi😭🙏😆😂😂,fear
@Independent He will be jeered even more by next year. Doesn't seem to get it that every last European including Brits think he is dreadful,fear
solar eclipse = annoyed mood but grateful. #cantwait #awe #cool #soon,fear
@worldonalert horrible when and where exactly happen ?,fear
"'She trapped me, but I love her' #insecure #killingme @insecurehbo",fear
NEW MUSIC FRIDAY: FIRST SINGLE OFF THE NEXT PROJECT. #untitled #mattrod #hiphop #boston #hartford #animosity #thesemycities,fear
Ugh @easyJet really do have the worst customer service!!!!!!! #astounded,fear
"The moment I joined BTS, I was nervous &amp; felt lost. I still have those feelings but whenever I do, the people who bring me back are you guys",fear
The sounds of #summer #cicada so loud today. Catching up on some @JoinTeamAlpha #dread,fear
@idktaehyng the possibilities terrify me,fear
@CapehartJ I woke up in dread too. #2017,fear
@ChipotleTweets Never a good experience at 919 E Fort Ave location. I never learn because I love chipotle #terrible #badservice,fear
Every time I fart my dog jumps in fear hahahaha yass,fear
I finally got my drivers permit #yes #readytodrive #nervous #scared,fear
@thetribunechd Which are sensible terror attacks parnab da???,fear
Am I in labor yet?? 😭😫 #miserable,fear
@sonyxperia @SonyUK I need a mobile phone screen repair..... Help (Newcastle UK) #devastated,fear
Free yourself from the poisonous and laborious burden of holding a grudge. @SteveMaraboli #quote,fear
Believing in yourself is key in attaining what you want in your life. #start believing in yourself,fear
@funnyrealfact Thx 4 follow! I #terrify with letters&amp;tweets.Prefer I hand out sweets.Perhaps they are powerful like Apostle Paul 2Cor10:9-10,fear
"1 Samuel 18:15\nAnd when #Saul saw that he had great #success, he stood in #fearful #awe of him.",fear
"Have you ever spoke in tongues, don't be afraid.",fear
@empireofthekop Are we sponsored by #Tango now ? #whopicksthesecolours #youvebeentangoed #kak,fear
@bulbamyeon @joonmyuni Yes I also wrote to them cause my friend was getting nervous about it. Hope we get what we want &gt;&lt;,fear
Good Morning #start 2Wheel #free course *Pune *8888006565,fear
@womensmarch I remember when Ron Reagan said tear down that wall. Trump is so afraid of 'others' he obviously doesn't feel safe.,fear
"Man, filling out your dad's life insurance paperwork will really put a damper on your Tuesday morning. Really makes it feel final...",fear
@AppleSupport worst customer service. 3days to get a diagnostic appt?! #disappointing #ittakes3minutestorunadiagnostic,fear
@Arquipimp 😂😂😂😂\nU mean overprice English clubs\nReal Madrid see bayern as no threat then look 😂,fear
@JanclydeCEspino at one point this is what i wanted rba sa? hahaha pero di jud oy di jud ☹ what if ga humss ta? 😭,fear
Strapless wedding dresses look awful on most people. \nJulianne Hough looked great 👌🏼,fear
@_madelinemdn @aMARAyt24 bully 😩,fear
"@NateRosenblatt Everyone in the world uses the word #terror so it serves his own purpose, that's not only in the #GCC the case...",fear
psa: if you read while you're laying out you sort of forget about the boiling sun and the sweat poring down your face 🙌,fear
@jaden_lindner If I acquire a deadly scowl like that I'm going to be pretty happy to be old,fear
@e662354c8e02466 @AlSure5 You. Sir are a alarmist unsubstantiated facts. And a idiot,fear
"@virginmedia I was just on the phone are twenty minutes with 3 people, non could help and then it cut out your end. What's going on? #awful",fear
@ColleenRich Exactly! #horror,fear
@milksol he knows wonwoo can't hold any longer when his fingers trembling uncontrollably :( so sol gives his mask for wonwoo and,fear
@StreamPlanetHD #crap sorry but doesn’t work,fear
#Sleep is my #drug. My bed is my dealer. My #alarm is the #cops. #School is the #jail. #TeamFollowBack,fear
@realDonaldTrump A president would at least express sympathy and concern instead of waking up attacking Americans AGAIN!,fear
Oh Canada 🇨🇦 shouldn't be sung like that. #terrible #MLBTHESHOW17,fear
@realDonaldTrump Maybe we can save them all from the desolate hell that I have no idea about,fear
@RachelStothard1 @Jomarshall6 No room at the inn when we arrived due to computer error. 24hrs of messing around to get sorted.,fear
I am so freaking annoyed that he constantly feels the need to be a time in my life where I'd be happy with just one monitor on my PC,fear
@FilY0 @VPPilipinas @lenirobredo You are in dire need of therapy.,fear
Potentially going on holiday in 7 days.. can you get fit in that time? #panic 🤔,fear
"Aw, bummer. @WckdLbrn (Maura Rankin) blocked me for calling her out as a #bully. Some people just #CantHandleTheTruth, can they?",fear
Even the devil was once an Angel. #TuesdayThoughts #change #think #devil #Angels #anxiety #WordsOfWisdom,fear
@Skyscanner horrified to learn that I cant change/exchange by flight to Lisbon 6 weeks before departure!!!! #omegaflightstore £200 #awful,fear
"Man, don't believe the hype, this #DJKhaled comp is garbage. #sad #terrible #trumpofhiphop",fear
@payne_quaray You might have been doing it for the wrong one. Don't fret 😟,fear
Looking forward to @CongletonFC playing @FCUnitedMcr tonight. 7.30 start #comeonthebears,fear
@PrisUY Good point if let's say the Argentinian police would do 1/100 what they are doing we would see a lot of outrage by certain people.,fear
An ignominious end ... they changed everything from analog to digital! 😱 IKR? Everyone who still had an analog phone *had* to,fear
On 1 side is the concern &amp; fear 4 our teens' safety &amp; happiness #thathorriblesuicidegame #terrifying #sosick (contd),fear
"@KaiJest « crouch, as though she is about to attack. She launches herself into the air towards me and explode in tiny dazzling orbs of »",fear
"@MaisieeeH I think the ending is about despair, and about not being able to escape the system... maybe?",fear
I panic when someone says: 'I need to talk to you'.,fear
Less than 7 weeks to go,fear
Ashamed. How #EU citizens treated and made #insecure in #UK @AmberRuddHR @theresa_may It's on yr watch #fear#anger #distrust is flourishing,fear
"The more Russia stuff I watch, the more I think Clinton was setting Trump up for a legal attack after she was Prez.",fear
Carly &amp; Theo Blair! Carly was camera shy but still enjoyed playing with her brother here at The Dog House Pet Resort!,fear
"Colleague:'Shall I learn to code?'\nMe:'Are you ready to spend years swinging between boredom, fear and anxiety?'\nColl.:'...'\nMe:'I know...'",fear
@Outlookindia This is courage. The driver of shot down bus showed no courage. A natural scare of looming death threat made him flee fast.,fear
"yikes got my first job interview next week, haven't had one in years",fear
Do not be too #timid and #squeamish about your actions. All life is an experiment.,fear
@knowhowtohelp what a terrible company not had a working dishwasher now for 7-8 weeks awaiting 5 th engineer. I am disabled and need this !,fear
I own lots of roller skate tools... and my new ones have different sizes on EVERY single screw 😭 #newskates #cry,fear
Of course I've got a horrible cold and am breaking out 2 days before grad 👍🏼👍🏼👍🏼👍🏼👍🏼,fear
Confidence c|mos not from always being right but from not fearing ho be wrong.-Peter ;. Mcintyre,fear
"I'm perhaps an introvert according to the text, but i dont hesitate to be friend with anyone esp the open minded one(s).",fear
MOTIVATION TIP - Great #salespeople know how to increase #business by eliminating #consumer #complaints #concerns #fears and pet peeves !!,fear
So tired. All these freshies and all i'm unhappy at are these volunteers.,fear
"Earth's sixth mass extinction event under way, scientists warn **basically caused by Islamic Muslim terrorism which Obama dem- rats back*",fear
"I was taught, there's nothing out there to #fear; just go out there turn #dreams into #reality, use other people fears to your advantage.",fear
"On that note, petition to take HPE for .5 credits so your horrific grade in there matters less. #ORUFreshmenAdvice",fear
@Roberts_An28 Ahww noo don't be shy! I don't bite 😫❤,fear
My friend told me his dead wife's profile has been active within 24 hours on a dating site #onlinedating #nightmare,fear
Going over the #script for this weekend! Can't wait to start #filmming! #actorslife #ActressLife #actress #horrorfilm #HorrorMovies,fear
"I actually hate Vision. Coming over from @emiswebsupport is like moving from Man City to QPR. A league below, past it and clouded in chaos.",fear
@Anagaitan09 @kayy_jnsa @lolbhappy @HamzaWamiq @AlissaViolet bully at school now you're bullying your bro,fear
and CLEARLY all this #breathless coverage isn't covering the REAL #Collusion story - #DNC &amp; #UkraineCollusion !!,fear
@EllyySchlordt it's awful!,fear
LogRhythm: LogRhythm helped First_Financial bank unify #threat data and #streamline responses. Learn how in this case study:… …,fear
@aidand472 I already do this is just to suppress suspicion xox,fear
When you're on a diet and your whole family orders pizza.,fear
Skyq is 👌🏼 but it's about time @SkyUK sorted there internet out!,fear
"I may be #disabled , #discouraged , and #disappointed in gaining weight. But I am not #defeated . Gonna do @NerdFitness again! Who wit me?",fear
@RazdanNidhi Improve on the makeup dear to avoid reduction in viewership...,fear
@telesynth_hot Generally an educated person speaks more than one language. #auspol #monolingual #lazy #smug #scared #snowflake,fear
Tmr is the most important day to determine my future.....I am really nervous xxx,fear
i do love shack shake,fear
Ten: Amazing the snap power @AdrianMannarino gets off such a short back-swing! #threat @Wimbledon Rd of 16 #ATP 🎾🎾,fear
"And I bet now, after people saw that horrid Dracula flick and the new Mummy, they'd prolly agree with me.",fear
@matthewamiller I'm still in awe that his clearance wasn't pulled long ago. Seems like security clearance means nothing anymore.,fear
Really sad to hear about terror attack on pilgrims. Condolences with victims family #NotInMyName,fear
@NotJackKemp Wasn't sure if i was having a stroke or listening to BAD today because of Killers heat inversion. #killerinversion #terrible,fear
@sundarpichai @Google Since when did someone break #chromecast for ALL MacBooks? PLS -We #despair at days wasted trying 2 make it work again,fear
This nightmare is nearly over gang gang gang,fear
"Who is terrorist? A person who uses unlawful violence and intimidation, especially against civilians, in the pursuit of political aims.",fear
"im shit at expressing my love to my family physically &amp; orally because im shy, so i do it secretly or those 'pa-simple moves' instead hehehe",fear
@PriyankKahar @narendramodi Don't worry Narendra Modi is not Manmohan Singh.,fear
@SabeloMario @a16z @JimHarris Testimony of how much BS were broadcasted these last year. Pigs are not flying after all.,fear
Support your local #firefighters to help ensure they are able to carry out their job tonight without fear of attack or harassment. #nifrs,fear
@virginmedia Nope and never has despite tech support saying it's a network issue. Support and communication has been awful.,fear
Why hasn't my alarm gone off... 🤔😩⏰,fear
'A #pessimist sees the difficulty in every #opportunity; an #optimist sees the opportunity in every difficulty.' —Winston Churchill #quote,fear
"Wow ... I don't know who Jocelyn Alice is, but judging by her rendition of Oh Canada, I'll never buy any of her music #AllStarGame #awful",fear
@maltsphere @politically_cor @PrisonPlanet @DonaldJTrumpJr There can be no true despair without hope. Isn't that what you're looking for?,fear
Difficult roads often lead to Beautiful destinations! #keepgoing #keeppushing #startsomewhere #key #start,fear
Yeah im more afraid,fear
@espn This is goin to be as good as rocky vs hogan #terrible #ohnowhatisyoudoingbaby,fear
Ot6 still exist? #julid #deletesoon,fear
You was born with a purpose to help make the world a better place not to sit and do nothing!!! - @Balrsclub #Motivation #LoveIsland #fear ✨,fear
"I felt the microphone, and haunt.",fear
I want a friendship group like in Friends 😧,fear
You always find the most comfortable position in bed after the alarm goes off,fear
@ShaneMalwa @MajorPoonia @devyanidilli I believe ur mekka n madina also dikling which u kiss. A dark dirty one,fear
@ElfinKate @CulturalWatch @aldaily @BullDeborah @SelinaNThompson @CSSDLondon @CSSDLondon Tedx 1st Sept #scared!,fear
@1pmlunch I coloured my hair bright red AND had a dodgy fringe. #dreadful #nophotos #thankgoodness #betterblonde,fear
@NicolleDWallace @jheil @DonnyDeutsch He's spot on #terrifying,fear
The wildest shit just happened at work I'm astounded,fear
He #takes his #job #seriously and isn’t #afraid to #let it be #known. #Realestate #Scottadlhoch #Realtor,fear
Heading to PNC today to get the ball going for my MA! #goingforit #nervous #excited,fear
Welp.. I hope y'all don't have animosity towards me &amp; find this new one. 🙇🏽‍♀️,fear
@pattonoswalt @EricaRoman_ Amazing how folks are foaming at the mouth to judge. We're happy for you @pattonoswalt !!!!!!!!!!,fear
@SafaricomLtd Am in dire need of my 1gb,fear
@Good_Therapy and @CounsellorsCaf are talking about #depression today! What's trending in your community?,fear
"Mothafuckas wanna adopt the dark, but I was born in it",fear
Usually the things you are most #afraid of are the most #worthwhile. #FACT #TeamFollowBack #rocktheretweet,fear
"also, been kind of silent on s11 of the x-files because i am terrified that CC is going to screw it up! actually i know he will... #dreading",fear
@insurextech Do you have complete control over your website and twitter account again. We're nervous and uneasy on ico day.,fear
@sebastiankurz : We need more mutual #trust to increase #security &amp; fight #terrorism &amp; #radicalization in Europe #osce17AUT #Diplomacy140,fear
that one nigga off twitter on,fear
@cnn please get Sebstian Gorka off of my tv. The whole trump admin. needs to stop deflecting by talking about Hillary. #awful,fear
"Hon. Miss Dashwood, whose manners very pretty face, she offended you have done before.",fear
We cannot let @Comcast #bully any #indiedev into paying them for a 'faster lane'. Most indie devs don't have these funds. But @EA does!,fear
I've developed a new philosophy... I only #dread one day at a time.,fear
@AuralOrgasim Looking at babies just makes me cross my legs and wince 😂,fear
"Model Town massacre represented the height of terrorism, savagery and oppression committed by the rulers\n#ArrestModelTownKillers",fear
Beyond disappointed with @HeidiSomers clothing line and service. Lulu never asks questions about returns. Not getting money back. #horrible,fear
@DavidLammy This kind of abuse is UNBELIEVABLE and an absolute disgrace. It makes me sad to see this #dismayed,fear
To creepy guy who wont stop looking at my bag: I can easily kick your nuts &amp; I wont hesitate to crush them if you even dare try to take it.,fear
seeing sope perform otsukare always makes me happy no matter how much of a bad day I have,fear
Hello puss! Puss puss puss! Don't be afraid!,fear
Crazy magic - that moment when you have a fantastic idea for your next novel and the momentum builds! \nNothing better! \n #writing,fear
@SpnTentation Thank you! My first solo run! #excited #andnervous,fear
@sydboyd_ It used to scare me too... But it's better this way.,fear
"and you start to think that your new found home will be yours forever, with no threat in sight, until something or someone comes along...",fear
@skillz_company Not much room in there 😱,fear
@MichaelGrantBks @BethellMarilyn @foxandfriends @realDonaldTrump You are a very bitter person.....sad!!,fear
I don't fear the unsettling demons inside of me. I let them conquer the weakest nook of my soul for that is the only provenance of my power.,fear
"Ask yourself this:\nIf the algae appears to be gone, is it really?\nIs it worth the risk?\n #algae #water #toxic #threat #methane #cancer",fear
"@rudeism At the time Geonet said major shaking reported in Auckland, Yet it was centered below Stewert Island. Classic Aucklanders",fear
"those who think poly is a stage whr u can relax abit, u're wrong. u're gonna b haunt by projects and tutorials which is like tonnes ergh",fear
That person that #TalksTooMuch it becomes fucking #frustrating &amp; you get #mad but u have to pretend ur interested cos ur a nice person,fear
@thefinalwoman Yes! Mermaids and Scarecrows in short supply in #horror genre.,fear
"dont #intimidate the powers that be; it just takes a look back, n whn the intimidateds start #intimidating u wont find a place to hide",fear
i have a constant underlying worry or fear that ill start liking someone who uses the XD face,fear
@DonaldJTrumpJr This is the day you lot finally admitted it. May come back to haunt you,fear
Suicide Blast killed 11 people in Cameroon. #bomb #attack #security #explosion,fear
"Again, this q. is brought to you by my slight feelings of irritation when I see 'obligated' over 'obliged', and I want to know if I'm right.",fear
@TerraJole is a bully. plain and simple.,fear
I love the nightmare before Christmas and Hercules so much,fear
"I've never seen something so revolting, yet so irresistible as Wendy's Queso. I must have it",fear
@instaafp are we in for Lemar even though wenger was very coy about him in his press conference,fear
Centre puts entire security apparatus on highest alert following #terror attack on #Amarnath pilgrims.,fear
@prisonerben1 Try explaining to Joe Public these charities do not simply give offenders 'treats' #despair,fear
Do you know how terrible that stuff is for you?,fear
"Even though it's the hardest. Maturity is walking away from people that threaten your peace of mind, self respect, morals, and self worth.",fear
@brfootball he should come back to haunt them in UCL.,fear
May God grant us the ability to see His unfailing love fill the earth 🌏 #Psalm33:5 #awe,fear
"@bobandtom @chickmcgee1 @ThatJoshArnold Not religious, but a game that the Inuit women play - first one to laugh, or breathless, losses.",fear
@ABCTV @AuSenate @annabelcrabb I confess I didn't watch last week. #bad Are you going to do an episode on accessibility?,fear
"@DVATW Trot on Dai bach, however having read your timeline I dread to think what your #fantasy could be...",fear
Appointment: 7:30AM\nOffice hours for today: 8AM-??PM\nMe:\nMe: anxiety?,fear
"@MeBeIssy I have now made this journey around Earth a total of 105,755 times since I began. #restless",fear
@TattooedTeaLady Omg what?! That's horrific!! Who can do something like that at all?! Xx,fear
@CaxtonSupport I'm sorry but I don't know what DM stands for. I know a PM 😂. But sadly not a DM. It won't create an account to find.,fear
Feeling blind. New specs please? 😰,fear
"“When the people fear the government there is tyranny, when the government fears the people there is liberty.”―Thomas Jefferson",fear
I cry whenever they call me mico chan 😭,fear
"New, and a bit alarming . . .",fear
Quiet frankly appalled at the shocking working conditions for @CampNorthwood staff this year. Access to wi-fi prohibited. What's going on?!,fear
@DiceMore I guess she got tired of her war on Tony that's been raging for about a year.,fear
"It's a terrible feeling walking into a spider web,but I try and make myself happy w/ the possibility I could turn into spidergirl. #comickid",fear
@GutoAberconwy Your majority is 635 members of the public- believe me you have offended rather more than 635 voters!,fear
Hey @Apple I hope you guys don't release that #horrendous looking copper color. Might as well walk around with a pocket full of pennies 😂,fear
@BBCBreaking This type of shit is why I have some mistrust of the medical profession. The cover up was more important than the patients.,fear
"Once you've been hurt, you're so scared to get attached again, you have a fear that every person is going to break your ❤️💯",fear
"Each of ye separate FALLEN; if we quickening his wrath upon us, will only cause our PAIN to be more unbearable in that PIT.",fear
#Saudi: #Qatar #US pact to end #terror funding won't end crisis &amp; #TrumpJr's #Russia meeting creates legal jeopardy - news @BloombergRadio,fear
#Merkel has supported all #Israeli #terror initiatives opposing the #Palestinian bid for membership at the #UN.,fear
No offense to the girl next to me but dousing yourself with cheap cologne won't hide your rank smell,fear
I'm more a world half alive than half dead kind of poet. #poetry #climatechange #despair,fear
@FS1 Get Donovan out of your soccer booth. He's awful. He's bitter. He makes me want to mute the tv. #horrid,fear
Fed up of smiling at old people and getting dirty looks in return. Go fuck yourself Mildred you miserable prick,fear
Nothing more fun to do at a day like this 😭☔️🌧 #dark #rainy,fear
I see where Farrah gets her rudeness from. Her mother was as horrible to Dr Drew tonight as she was. These women need help #TeenMomOG,fear
@Hydra_Lord #dread wouldn't be nearly as tense and terrifying without your superb narration and storytelling. An absolute thrill to watch.,fear
Found out the peraon i liked wanted to that someone else #sadness,fear
@dearhao ajdhsjfjs okAY you do seem nice im just intimidated ajfjdjf hmu sometime im awkward,fear
"@Kara1818 I’m glad to hear that, Kara. Don’t hesitate to get in touch again if you need to! Cheryl",fear
Before... I fear of not having you in my life... Now... I fear of letting you back into my life. #fears,fear
I'm all for writing that delivers disturbing images into the mind of the reader...when I'm the one writing it. #shudder #badvisual 😒,fear
"@ahaf21 Maaaan... Fox &amp; The Hound ain't no joke. Also, Pinocchio is got damned terrifying. Legit horror film.",fear
"When you should be working, but you're shopping amazon prime deals instead... 😦",fear
@lc_bradley @MarvMach @OxfordPlayhouse I know *that* - I *mean* Emma Rice's Wise Children!!! #angelacarter #panic,fear
"*perusing the menu* I would like a green tea shake, please, with no whipped cream, but dusted with matcha. And perhaps a straw?",fear
@rohandes Lets see how this goes. We falter in SL and this goes downhill.,fear
When Jim Sheridan is standing next to you and you don't say A WORD!!! #facepalm #tonguetied,fear
They love and want each other very much but they're timid and egoistical and just... just let your walls down!!!,fear
So I now have 3 pairs of shit arsehole neighbours; Any advice? #noisy #norespect #bigbuilding #awful #killinginthenameof,fear
"@AC360 Please, please do something about her! Where's Kayleigh, Jack, Jeff? Ugh. #awful #doctor?",fear
you take horrible dick pics @LeafyIsHere,fear
#alarm Bel OC Limburg 157901 - Unknown address,fear
"@hyde_myself Yes, Mom. That's my alarm XD",fear
"(I've been shaking for the last 30 minutes, I've steadied to the point where I can type again lmao)",fear
Studio window open- terrible smell of cooking from somewhere,fear
"Do you ever fall asleep before you set your alarm, but then the Lord wakes you up on time anyways 🙌🏻 #WontHeDoIt",fear
"Over 9 hours, 6 trains and 7 stations only to be back where I started #nightmare",fear
@LogitechUK Been there done that,fear
@derickson178 Did it scare you?!,fear
Y'all hate anything y'all not apart of or don't understand.. #miserable,fear
"Article 370 must be abolished. Human rights must be denied to these NGOs, Separatist n terrorists who advocate peace n terrorism. @republic",fear
@BBCNews @theresa_may 'I'm dismayed at the UK decision to pull out of the EU and I've urged May to rejoin' - EUropean leaders 😉,fear
Dro and his teeth are still fine tho #insecure,fear
if jk realize what taehyung did can he do that to taehyung as a revenge? i would love to,fear
"In order to #expand beyond the places that are familiar, you have to do things that scare you.",fear
@Za1d hota hai terrorism ka majhab hota hai and dat is Islam soldiers of allah killing innocent people around the world #RadicalIslam,fear
Go harder when everyone else has had enough. #relentless #Cleaner,fear
ain't no sunshine when she's away ♫,fear
'It was straight out of Harry Potter' - how a simple Tinder and Chill turned into a fiery reactionary debacle,fear
My superpower is absorbing the anxiety of others until I can't breathe and my head is pounding. #everyonechill,fear
